Date,Athlete,Club,Bow Type,Age Class,Gender,Distance,Face,Result,Competition
2025-08-16,Ingrid Ritval,VVVK,Recurve,U18,Women,60m,122cm,274,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marielle Laasma,PVM,Recurve,Adult,Women,70m,122cm,273,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,273,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Egert Pähkel,PVM,Recurve,U18,Men,60m,122cm,273,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Lisete Lepik,VVVK,Recurve,U18,Women,60m,122cm,273,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,272,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Eimar Kukk,PVM,Recurve,Adult,Men,70m,122cm,271,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Karoliina Haukanõmm,VVVK,Recurve,U15,Women,30m,80cm,271,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Gert Soe,VVVK,Compound,U18,Men,50m,80cm,271,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Andres Sarapuu,VVVK,Recurve,U21,Men,70m,122cm,270,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marleen Põbo,PVM,Recurve,U21,Women,4x70m,122cm,270,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marten Mäger,PVM,Recurve,U18,Men,60m,122cm,270,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Karoli Luige,NS,Recurve,Adult,Women,70m,122cm,269,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,269,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Lisete Lepik,VVVK,Recurve,U18,Women,60m,122cm,269,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Jaan Allik,VVVK,Recurve,U15,Men,30m,80cm,269,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Egert Pähkel,PVM,Recurve,U18,Men,60m,122cm,268,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Tarvet Labi,VVVK,Recurve,U21,Men,70m,122cm,267,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Andres Sarapuu,VVVK,Recurve,U21,Men,70m,122cm,267,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Lisete Laureen Lepik,VVVK,Recurve,U18,Women,60m,122cm,267,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mariann Miller,VVK,Longbow,U13,Women,15m,80cm,267,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Andres Sarapuu,VVVK,Recurve,U21,Men,70m,122cm,266,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Egert Pähkel,PVM,Recurve,U18,Men,60m,122cm,266,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Bronek Ibrus,VVVK,Recurve,U15,Men,30m,80cm,266,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Albert Ild,JVI,Recurve,U13,Men,15m,80cm,266,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,264,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,264,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marielle Laasma,PVM,Recurve,Adult,Women,70m,122cm,263,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Birgit Metsjõe,VVVK,Recurve,Adult,Women,70m,122cm,263,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mirel Missik,VVVK,Recurve,U21,Women,70m,122cm,263,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marten Mäger,PVM,Recurve,U18,Men,60m,122cm,263,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Karoliina Haukanõmm,VVVK,Recurve,U15,Women,30m,80cm,263,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marten Mäger,PVM,Recurve,U18,Men,60m,122cm,262,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Karoliina Haukanõmm,VVVK,Recurve,U15,Women,30m,80cm,262,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mariann Miller,VVK,Longbow,U13,Women,15m,80cm,261,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mariann Miller,VVK,Longbow,U13,Women,15m,80cm,260,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Jürgen Ellam,JVI,Barebow,U18,Men,30m,122cm,259,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marielle Laasma,PVM,Recurve,Adult,Women,70m,122cm,258,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Karoliina Haukanõmm,VVVK,Recurve,U15,Women,30m,80cm,258,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mirel Missik,VVVK,Recurve,U21,Women,70m,122cm,257,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Gert Soe,VVVK,Compound,U18,Men,50m,80cm,257,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,255,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Raoul Johanson,PVM,Recurve,+50,Men,60m,122cm,255,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,254,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Bronek Ibrus,VVVK,Recurve,U15,Men,30m,80cm,253,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Märt Labi,VVVK,Recurve,U18,Men,60m,122cm,252,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,250,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kristiina Koppel,VVVK,Barebow,U13,Women,15m,122cm,250,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kristiina Koppel,VVVK,Barebow,U13,Women,15m,122cm,250,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Karoli Luige,NS,Recurve,Adult,Women,70m,122cm,249,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mirel Missik,VVVK,Recurve,U21,Women,70m,122cm,248,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Raoul Johanson,PVM,Recurve,+50,Men,60m,122cm,248,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kristiina Koppel,VVVK,Barebow,U13,Women,15m,122cm,247,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marten Mäger,PVM,Recurve,U18,Men,60m,122cm,244,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Jürgen Ellam,JVI,Barebow,U18,Men,30m,122cm,238,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Andres Sarapuu,VVVK,Recurve,U21,Men,70m,122cm,237,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mirel Missik,VVVK,Recurve,U21,Women,70m,122cm,236,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Gert Soe,VVVK,Compound,U18,Men,50m,80cm,236,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Keira Tenno,VVVK,Compound,U18,Women,50m,80cm,234,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Jürgen Ellam,JVI,Barebow,U18,Men,30m,122cm,232,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Mariann Eleri Miller,VVK,Longbow,U13,Women,15m,80cm,230,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,224,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Raoul Johanson,PVM,Recurve,+50,Men,60m,122cm,220,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Patrick Järve,VVVK,Recurve,U21,Men,70m,122cm,219,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Jürgen Ellam,JVI,Barebow,U18,Men,30m,122cm,218,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kristiina Koppel,VVVK,Barebow,U13,Women,15m,122cm,217,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Raoul Johanson,PVM,Recurve,+50,Men,60m,122cm,215,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Eva-Maria Vinkel,TLVK,Recurve,Adult,Women,70m,122cm,213,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Keira Allegra Eliise Tenno,VVVK,Compound,U18,Women,50m,80cm,211,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Eva-Maria Vinkel,TLVK,Recurve,Adult,Women,70m,122cm,209,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Triinu Rõigas,VVVK,Recurve,Adult,Women,70m,122cm,202,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Triinu Rõigas,VVVK,Recurve,Adult,Women,70m,122cm,202,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Keira Tenno,VVVK,Compound,U18,Women,50m,80cm,194,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Triinu Rõigas,VVVK,Recurve,Adult,Women,70m,122cm,190,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Eva-Maria Vinkel,TLVK,Recurve,Adult,Women,70m,122cm,188,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Triinu Rõigas,VVVK,Recurve,Adult,Women,70m,122cm,177,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kirke Sarapu,PVM,Recurve,U18,Women,60m,122cm,174,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kirke Sarapu,PVM,Recurve,U18,Women,60m,122cm,172,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kirke Sarapu,PVM,Recurve,U18,Women,60m,122cm,170,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Gert Soe,VVVK,Compound,U18,Men,50m,80cm,170,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Eva-Maria Vinkel,TLVK,Recurve,Adult,Women,70m,122cm,165,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Kirke Sarapu,PVM,Recurve,U18,Women,60m,122cm,164,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Keira Tenno,VVVK,Compound,U18,Women,50m,80cm,146,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marleen Põbo,PVM,Recurve,U21,Women,2x70m,122cm,139,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marleen Põbo,PVM,Recurve,U21,Women,2x70m,122cm,131,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marleen Põbo,PVM,Recurve,U21,Women,70m,122cm,80,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marleen Põbo,PVM,Recurve,U21,Women,70m,122cm,73,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marleen Põbo,PVM,Recurve,U21,Women,70m,122cm,66,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Marleen Põbo,PVM,Recurve,U21,Women,70m,122cm,51,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Martin Madisson,PVM,Compound,Adult,Men,50m,80cm,39,XV Aksel Randmeri Memoriaal 2025
2025-08-16,Martin Madisson,PVM,Compound,Adult,Men,4x50m,80cm,39,XV Aksel Randmeri Memoriaal 2025
